Date,Currency,Exchange
12-10-16,GBP,0.7949
12-11-16,USD,1
12-11-16,CAD,1.3177
12-11-16,AUD,1.3392
12-11-16,EUR,0.9471
12-11-16,GBP,0.7949
12-12-16,USD,1
12-12-16,CAD,1.3135
12-12-16,AUD,1.3377
12-12-16,EUR,0.9438
12-12-16,GBP,0.7918
12/13/2016,USD,1
12/13/2016,CAD,1.3121
12/13/2016,AUD,1.3341
12/13/2016,EUR,0.9425
12/13/2016,GBP,0.7869
12/14/2016,USD,1
12/14/2016,CAD,1.3116
12/14/2016,AUD,1.3319
12/14/2016,EUR,0.9395
12/14/2016,GBP,0.7888
12/15/2016,USD,1
12/15/2016,CAD,1.3343
12/15/2016,AUD,1.3542
12/15/2016,EUR,0.9598
12/15/2016,GBP,0.8024
12/16/2016,USD,1
12/16/2016,CAD,1.3373
12/16/2016,AUD,1.364
12/16/2016,EUR,0.9579
12/16/2016,GBP,0.8036
12/17/2016,USD,1
12/17/2016,CAD,1.3373
12/17/2016,AUD,1.364
12/17/2016,EUR,0.9579
12/17/2016,GBP,0.8036
12/18/2016,USD,1
12/18/2016,CAD,1.3373
12/18/2016,AUD,1.364
12/18/2016,EUR,0.9579
12/18/2016,GBP,0.8036
12/19/2016,USD,1
12/19/2016,CAD,1.3382
12/19/2016,AUD,1.377
12/19/2016,EUR,0.9595
12/19/2016,GBP,0.8073
12/20/2016,USD,1
12/20/2016,CAD,1.3408
12/20/2016,AUD,1.3817
12/20/2016,EUR,0.9649
12/20/2016,GBP,0.8103
12/21/2016,USD,1
12/21/2016,CAD,1.3369
12/21/2016,AUD,1.3763
12/21/2016,EUR,0.9596
12/21/2016,GBP,0.8084
12/22/2016,USD,1
12/22/2016,CAD,1.3468
12/22/2016,AUD,1.3855
12/22/2016,EUR,0.9575
12/22/2016,GBP,0.8105
12/23/2016,USD,1
12/23/2016,CAD,1.3514
12/23/2016,AUD,1.3944
12/23/2016,EUR,0.9573
12/23/2016,GBP,0.8164
12/24/2016,USD,1
12/24/2016,CAD,1.3514
12/24/2016,AUD,1.3944
12/24/2016,EUR,0.9573
12/24/2016,GBP,0.8164
12/25/2016,USD,1
12/25/2016,CAD,1.3514
12/25/2016,AUD,1.3944
12/25/2016,EUR,0.9573
12/25/2016,GBP,0.8164
12/26/2016,USD,1
12/26/2016,CAD,1.3514
12/26/2016,AUD,1.3944
12/26/2016,EUR,0.9573
12/26/2016,GBP,0.8164
12/27/2016,USD,1
12/27/2016,CAD,1.3534
12/27/2016,AUD,1.3913
12/27/2016,EUR,0.9574
12/27/2016,GBP,0.8167
12/28/2016,USD,1
12/28/2016,CAD,1.3575
12/28/2016,AUD,1.3933
12/28/2016,EUR,0.9614
12/28/2016,GBP,0.8185
12/29/2016,USD,1
12/29/2016,CAD,1.3541
12/29/2016,AUD,1.3876
12/29/2016,EUR,0.9567
12/29/2016,GBP,0.816
12/30/2016,USD,1
12/30/2016,CAD,1.346
12/30/2016,AUD,1.3847
12/30/2016,EUR,0.9487
12/30/2016,GBP,0.8122
12/31/2016,USD,1
12/31/2016,CAD,1.346
12/31/2016,AUD,1.3847
12/31/2016,EUR,0.9487
12/31/2016,GBP,0.8122
01-01-17,USD,1
01-01-17,CAD,1.346
01-01-17,AUD,1.3847
01-01-17,EUR,0.9487
01-01-17,GBP,0.8122
01-02-17,USD,1
01-02-17,CAD,1.3445
01-02-17,AUD,1.3926
01-02-17,EUR,0.9556
01-02-17,GBP,0.8136
01-03-17,USD,1
01-03-17,CAD,1.3444
01-03-17,AUD,1.3854
01-03-17,EUR,0.9629
01-03-17,GBP,0.8143
01-04-17,USD,1
01-04-17,CAD,1.3312
01-04-17,AUD,1.3771
01-04-17,EUR,0.9581
01-04-17,GBP,0.8139
01-05-17,USD,1
01-05-17,CAD,1.33
01-05-17,AUD,1.3714
01-05-17,EUR,0.9523
01-05-17,GBP,0.8136
01-06-17,USD,1
01-06-17,CAD,1.3258
01-06-17,AUD,1.363
01-06-17,EUR,0.9444
01-06-17,GBP,0.8088
01-07-17,USD,1
01-07-17,CAD,1.3258
01-07-17,AUD,1.363
01-07-17,EUR,0.9444
01-07-17,GBP,0.8088
01-08-17,USD,1
01-08-17,CAD,1.3258
01-08-17,AUD,1.363
01-08-17,EUR,0.9444
01-08-17,GBP,0.8088
01-09-17,USD,1
01-09-17,CAD,1.3269
01-09-17,AUD,1.3653
01-09-17,EUR,0.9509
01-09-17,GBP,0.8241
01-10-17,USD,1
01-10-17,CAD,1.3241
01-10-17,AUD,1.3627
01-10-17,EUR,0.9463
01-10-17,GBP,0.8228
01-11-17,USD,1
01-11-17,CAD,1.3252
01-11-17,AUD,1.3559
01-11-17,EUR,0.9521
01-11-17,GBP,0.8257
01-12-17,USD,1
01-12-17,CAD,1.3057
01-12-17,AUD,1.3302
01-12-17,EUR,0.9364
01-12-17,GBP,0.8132
1/13/2017,USD,1
1/13/2017,CAD,1.3141
1/13/2017,AUD,1.3343
1/13/2017,EUR,0.938
1/13/2017,GBP,0.8212
1/14/2017,USD,1
1/14/2017,CAD,1.3141
1/14/2017,AUD,1.3343
1/14/2017,EUR,0.938
1/14/2017,GBP,0.8212
1/15/2017,USD,1
1/15/2017,CAD,1.3141
1/15/2017,AUD,1.3343
1/15/2017,EUR,0.938
1/15/2017,GBP,0.8212
1/16/2017,USD,1
1/16/2017,CAD,1.3146
1/16/2017,AUD,1.3377
1/16/2017,EUR,0.9439
1/16/2017,GBP,0.8288
1/17/2017,USD,1
1/17/2017,CAD,1.306
1/17/2017,AUD,1.3255
1/17/2017,EUR,0.936
1/17/2017,GBP,0.8123
1/18/2017,USD,1
1/18/2017,CAD,1.3115
1/18/2017,AUD,1.3248
1/18/2017,EUR,0.9377
1/18/2017,GBP,0.8143
1/19/2017,USD,1
1/19/2017,CAD,1.3282
1/19/2017,AUD,1.3229
1/19/2017,EUR,0.9374
1/19/2017,GBP,0.8114
1/20/2017,USD,1
1/20/2017,CAD,1.3372
1/20/2017,AUD,1.3276
1/20/2017,EUR,0.9406
1/20/2017,GBP,0.8145
1/21/2017,USD,1
1/21/2017,CAD,1.3372
1/21/2017,AUD,1.3276
1/21/2017,EUR,0.9406
1/21/2017,GBP,0.8145
1/22/2017,USD,1
1/22/2017,CAD,1.3372
1/22/2017,AUD,1.3276
1/22/2017,EUR,0.9406
1/22/2017,GBP,0.8145
1/23/2017,USD,1
1/23/2017,CAD,1.3314
1/23/2017,AUD,1.3212
1/23/2017,EUR,0.9333
1/23/2017,GBP,0.804
1/24/2017,USD,1
1/24/2017,CAD,1.3274
1/24/2017,AUD,1.321
1/24/2017,EUR,0.9304
1/24/2017,GBP,0.8034
1/25/2017,USD,1
1/25/2017,CAD,1.3097
1/25/2017,AUD,1.323
1/25/2017,EUR,0.9308
1/25/2017,GBP,0.7942
1/26/2017,USD,1
1/26/2017,CAD,1.3129
1/26/2017,AUD,1.3276
1/26/2017,EUR,0.9346
1/26/2017,GBP,0.7957
1/27/2017,USD,1
1/27/2017,CAD,1.3119
1/27/2017,AUD,1.3266
1/27/2017,EUR,0.9362
1/27/2017,GBP,0.7974
1/28/2017,USD,1
1/28/2017,CAD,1.3119
1/28/2017,AUD,1.3266
1/28/2017,EUR,0.9362
1/28/2017,GBP,0.7974
1/29/2017,USD,1
1/29/2017,CAD,1.3119
1/29/2017,AUD,1.3266
1/29/2017,EUR,0.9362
1/29/2017,GBP,0.7974
1/30/2017,USD,1
1/30/2017,CAD,1.3154
1/30/2017,AUD,1.3273
1/30/2017,EUR,0.9407
1/30/2017,GBP,0.799
1/31/2017,USD,1
1/31/2017,CAD,1.3069
1/31/2017,AUD,1.3201
1/31/2017,EUR,0.9298
1/31/2017,GBP,0.8006
02-01-17,USD,1
02-01-17,CAD,1.3065
02-01-17,AUD,1.3184
02-01-17,EUR,0.9268
02-01-17,GBP,0.7916
02-02-17,USD,1
02-02-17,CAD,1.3
02-02-17,AUD,1.3009
02-02-17,EUR,0.9252
02-02-17,GBP,0.7963
02-03-17,USD,1
02-03-17,CAD,1.3056
02-03-17,AUD,1.3087
02-03-17,EUR,0.931
02-03-17,GBP,0.8008
02-04-17,USD,1
02-04-17,CAD,1.3056
02-04-17,AUD,1.3087
02-04-17,EUR,0.931
02-04-17,GBP,0.8008
02-05-17,USD,1
02-05-17,CAD,1.3056
02-05-17,AUD,1.3087
02-05-17,EUR,0.931
02-05-17,GBP,0.8008
02-06-17,USD,1
02-06-17,CAD,1.3057
02-06-17,AUD,1.3075
02-06-17,EUR,0.9335
02-06-17,GBP,0.8024
02-07-17,USD,1
02-07-17,CAD,1.3182
02-07-17,AUD,1.3128
02-07-17,EUR,0.9368
02-07-17,GBP,0.8087
02-08-17,USD,1
02-08-17,CAD,1.3146
02-08-17,AUD,1.309
02-08-17,EUR,0.9376
02-08-17,GBP,0.8
02-09-17,USD,1
02-09-17,CAD,1.3109
02-09-17,AUD,1.3061
02-09-17,EUR,0.9353
02-09-17,GBP,0.7958
02-10-17,USD,1
02-10-17,CAD,1.3139
02-10-17,AUD,1.3082
02-10-17,EUR,0.9408
02-10-17,GBP,0.8024
02-11-17,USD,1
02-11-17,CAD,1.3139
02-11-17,AUD,1.3082
02-11-17,EUR,0.9408
02-11-17,GBP,0.8024
02-12-17,USD,1
02-12-17,CAD,1.3139
02-12-17,AUD,1.3082
02-12-17,EUR,0.9408
02-12-17,GBP,0.8024
2/13/2017,USD,1
2/13/2017,CAD,1.3093
2/13/2017,AUD,1.3046
2/13/2017,EUR,0.9408
2/13/2017,GBP,0.7987
2/14/2017,USD,1
2/14/2017,CAD,1.303
2/14/2017,AUD,1.3003
2/14/2017,EUR,0.9414
2/14/2017,GBP,0.8011
2/15/2017,USD,1
2/15/2017,CAD,1.3083
2/15/2017,AUD,1.3037
2/15/2017,EUR,0.9474
2/15/2017,GBP,0.8053
2/16/2017,USD,1
2/16/2017,CAD,1.3016
2/16/2017,AUD,1.2963
2/16/2017,EUR,0.9388
2/16/2017,GBP,0.799
2/17/2017,USD,1
2/17/2017,CAD,1.3079
2/17/2017,AUD,1.3044
2/17/2017,EUR,0.939
2/17/2017,GBP,0.8049
2/18/2017,USD,1
2/18/2017,CAD,1.3079
2/18/2017,AUD,1.3044
2/18/2017,EUR,0.939
2/18/2017,GBP,0.8049
2/19/2017,USD,1
2/19/2017,CAD,1.3079
2/19/2017,AUD,1.3044
2/19/2017,EUR,0.939
2/19/2017,GBP,0.8049
2/20/2017,USD,1
2/20/2017,CAD,1.311
2/20/2017,AUD,1.3032
2/20/2017,EUR,0.942
2/20/2017,GBP,0.802
2/21/2017,USD,1
2/21/2017,CAD,1.3135
2/21/2017,AUD,1.3061
2/21/2017,EUR,0.949
2/21/2017,GBP,0.8054
2/22/2017,USD,1
2/22/2017,CAD,1.3168
2/22/2017,AUD,1.3021
2/22/2017,EUR,0.9512
2/22/2017,GBP,0.8033
2/23/2017,USD,1
2/23/2017,CAD,1.3116
2/23/2017,AUD,1.2949
2/23/2017,EUR,0.9458
2/23/2017,GBP,0.8004
2/24/2017,USD,1
2/24/2017,CAD,1.3109
2/24/2017,AUD,1.3023
2/24/2017,EUR,0.9426
2/24/2017,GBP,0.7965
2/25/2017,USD,1
2/25/2017,CAD,1.3109
2/25/2017,AUD,1.3023
2/25/2017,EUR,0.9426
2/25/2017,GBP,0.7965
2/26/2017,USD,1
2/26/2017,CAD,1.3109
2/26/2017,AUD,1.3023
2/26/2017,EUR,0.9426
2/26/2017,GBP,0.7965
2/27/2017,USD,1
2/27/2017,CAD,1.3119
2/27/2017,AUD,1.3031
2/27/2017,EUR,0.9446
2/27/2017,GBP,0.8055
2/28/2017,USD,1
2/28/2017,CAD,1.3196
2/28/2017,AUD,1.3029
2/28/2017,EUR,0.9437
2/28/2017,GBP,0.805
03-01-17,USD,1
03-01-17,CAD,1.3333
03-01-17,AUD,1.3056
03-01-17,EUR,0.9494
03-01-17,GBP,0.8122
03-02-17,USD,1
03-02-17,CAD,1.3381
03-02-17,AUD,1.3163
03-02-17,EUR,0.9511
03-02-17,GBP,0.8138
03-03-17,USD,1
03-03-17,CAD,1.3404
03-03-17,AUD,1.321
03-03-17,EUR,0.9465
03-03-17,GBP,0.8174
03-04-17,USD,1
03-04-17,CAD,1.3404
03-04-17,AUD,1.321
03-04-17,EUR,0.9465
03-04-17,GBP,0.8174
03-05-17,USD,1
03-05-17,CAD,1.3404
03-05-17,AUD,1.321
03-05-17,EUR,0.9465
03-05-17,GBP,0.8174
03-06-17,USD,1
03-06-17,CAD,1.339
03-06-17,AUD,1.3158
03-06-17,EUR,0.9441
03-06-17,GBP,0.8148
03-07-17,USD,1
03-07-17,CAD,1.3418
03-07-17,AUD,1.3162
03-07-17,EUR,0.9455
03-07-17,GBP,0.8199
03-08-17,USD,1
03-08-17,CAD,1.3445
03-08-17,AUD,1.3232
03-08-17,EUR,0.9473
03-08-17,GBP,0.8218
03-09-17,USD,1
03-09-17,CAD,1.3527
03-09-17,AUD,1.3311
03-09-17,EUR,0.9478
03-09-17,GBP,0.8213
03-10-17,USD,1
03-10-17,CAD,1.3504
03-10-17,AUD,1.329
03-10-17,EUR,0.9429
03-10-17,GBP,0.8226
03-11-17,USD,1
03-11-17,CAD,1.3504
03-11-17,AUD,1.329
03-11-17,EUR,0.9429
03-11-17,GBP,0.8226
03-12-17,USD,1
03-12-17,CAD,1.3504
03-12-17,AUD,1.329
03-12-17,EUR,0.9429
03-12-17,GBP,0.8226
3/13/2017,USD,1
3/13/2017,CAD,1.3458
3/13/2017,AUD,1.3203
3/13/2017,EUR,0.9378
3/13/2017,GBP,0.8183
3/14/2017,USD,1
3/14/2017,CAD,1.3487
3/14/2017,AUD,1.3238
3/14/2017,EUR,0.9406
3/14/2017,GBP,0.8237
3/15/2017,USD,1
3/15/2017,CAD,1.3454
3/15/2017,AUD,1.3173
3/15/2017,EUR,0.9414
3/15/2017,GBP,0.8197
3/16/2017,USD,1
3/16/2017,CAD,1.3311
3/16/2017,AUD,1.3001
3/16/2017,EUR,0.9323
3/16/2017,GBP,0.8093
3/17/2017,USD,1
3/17/2017,CAD,1.3315
3/17/2017,AUD,1.2983
3/17/2017,EUR,0.9314
3/17/2017,GBP,0.8091
3/18/2017,USD,1
3/18/2017,CAD,1.3315
3/18/2017,AUD,1.2983
3/18/2017,EUR,0.9314
3/18/2017,GBP,0.8091
3/19/2017,USD,1
3/19/2017,CAD,1.3315
3/19/2017,AUD,1.2983
3/19/2017,EUR,0.9314
3/19/2017,GBP,0.8091
3/20/2017,USD,1
3/20/2017,CAD,1.3355
3/20/2017,AUD,1.2948
3/20/2017,EUR,0.9301
3/20/2017,GBP,0.8072
3/21/2017,USD,1
3/21/2017,CAD,1.3284
3/21/2017,AUD,1.2932
3/21/2017,EUR,0.9258
3/21/2017,GBP,0.8031
3/22/2017,USD,1
3/22/2017,CAD,1.3378
3/22/2017,AUD,1.3034
3/22/2017,EUR,0.9253
3/22/2017,GBP,0.8031
3/23/2017,USD,1
3/23/2017,CAD,1.3339
3/23/2017,AUD,1.3102
3/23/2017,EUR,0.9271
3/23/2017,GBP,0.7999
3/24/2017,USD,1
3/24/2017,CAD,1.3372
3/24/2017,AUD,1.3125
3/24/2017,EUR,0.9255
3/24/2017,GBP,0.8015
3/25/2017,USD,1
3/25/2017,CAD,1.3372
3/25/2017,AUD,1.3125
3/25/2017,EUR,0.9255
3/25/2017,GBP,0.8015
3/26/2017,USD,1
3/26/2017,CAD,1.3372
3/26/2017,AUD,1.3125
3/26/2017,EUR,0.9255
3/26/2017,GBP,0.8015
3/27/2017,USD,1
3/27/2017,CAD,1.3349
3/27/2017,AUD,1.3097
3/27/2017,EUR,0.9184
3/27/2017,GBP,0.7935
3/28/2017,USD,1
3/28/2017,CAD,1.3395
3/28/2017,AUD,1.3151
3/28/2017,EUR,0.9209
3/28/2017,GBP,0.7962
3/29/2017,USD,1
3/29/2017,CAD,1.3379
3/29/2017,AUD,1.3082
3/29/2017,EUR,0.9304
3/29/2017,GBP,0.8037
3/30/2017,USD,1
3/30/2017,CAD,1.3337
3/30/2017,AUD,1.3028
3/30/2017,EUR,0.9314
3/30/2017,GBP,0.8026
3/31/2017,USD,1
3/31/2017,CAD,1.3343
3/31/2017,AUD,1.3078
3/31/2017,EUR,0.9354
3/31/2017,GBP,0.8002
04-01-17,USD,1
04-01-17,CAD,1.3343
04-01-17,AUD,1.3078
04-01-17,EUR,0.9354
04-01-17,GBP,0.8002
04-02-17,USD,1
04-02-17,CAD,1.3343
04-02-17,AUD,1.3078
04-02-17,EUR,0.9354
04-02-17,GBP,0.8002
04-03-17,USD,1
04-03-17,CAD,1.3347
04-03-17,AUD,1.3143
04-03-17,EUR,0.938
04-03-17,GBP,0.7997
04-04-17,USD,1
04-04-17,CAD,1.3445
04-04-17,AUD,1.3247
04-04-17,EUR,0.9389
04-04-17,GBP,0.8039
04-05-17,USD,1
04-05-17,CAD,1.3384
04-05-17,AUD,1.3191
04-05-17,EUR,0.9365
04-05-17,GBP,0.8008
04-06-17,USD,1
04-06-17,CAD,1.3428
04-06-17,AUD,1.3222
04-06-17,EUR,0.9376
04-06-17,GBP,0.8025
04-07-17,USD,1
04-07-17,CAD,1.3411
04-07-17,AUD,1.3286
04-07-17,EUR,0.9407
04-07-17,GBP,0.805
04-08-17,USD,1
04-08-17,CAD,1.3411
04-08-17,AUD,1.3286
04-08-17,EUR,0.9407
04-08-17,GBP,0.805
04-09-17,USD,1
04-09-17,CAD,1.3411
04-09-17,AUD,1.3286
04-09-17,EUR,0.9407
04-09-17,GBP,0.805
04-10-17,USD,1
04-10-17,CAD,1.3382
04-10-17,AUD,1.3348
04-10-17,EUR,0.9454
04-10-17,GBP,0.8067
04-11-17,USD,1
04-11-17,CAD,1.3319
04-11-17,AUD,1.3317
04-11-17,EUR,0.942
04-11-17,GBP,0.8038
04-12-17,USD,1
04-12-17,CAD,1.3309
04-12-17,AUD,1.3355
04-12-17,EUR,0.943
04-12-17,GBP,0.8
4/13/2017,USD,1
4/13/2017,CAD,1.3235
4/13/2017,AUD,1.3196
4/13/2017,EUR,0.9407
4/13/2017,GBP,0.7974
4/14/2017,USD,1
4/14/2017,CAD,1.3235
4/14/2017,AUD,1.3196
4/14/2017,EUR,0.9407
4/14/2017,GBP,0.7974
4/15/2017,USD,1
4/15/2017,CAD,1.3235
4/15/2017,AUD,1.3196
4/15/2017,EUR,0.9407
4/15/2017,GBP,0.7974
4/16/2017,USD,1
4/16/2017,CAD,1.3235
4/16/2017,AUD,1.3196
4/16/2017,EUR,0.9407
4/16/2017,GBP,0.7974
4/17/2017,USD,1
4/17/2017,CAD,1.3235
4/17/2017,AUD,1.3196
4/17/2017,EUR,0.9407
4/17/2017,GBP,0.7974
4/18/2017,USD,1
4/18/2017,CAD,1.3362
4/18/2017,AUD,1.3251
4/18/2017,EUR,0.9362
4/18/2017,GBP,0.7899
4/19/2017,USD,1
4/19/2017,CAD,1.3441
4/19/2017,AUD,1.3291
4/19/2017,EUR,0.9324
4/19/2017,GBP,0.7779
4/20/2017,USD,1
4/20/2017,CAD,1.3489
4/20/2017,AUD,1.3288
4/20/2017,EUR,0.9307
4/20/2017,GBP,0.781
4/21/2017,USD,1
4/21/2017,CAD,1.3473
4/21/2017,AUD,1.3291
4/21/2017,EUR,0.9348
4/21/2017,GBP,0.7826
4/22/2017,USD,1
4/22/2017,CAD,1.3473
4/22/2017,AUD,1.3291
4/22/2017,EUR,0.9348
4/22/2017,GBP,0.7826
4/23/2017,USD,1
4/23/2017,CAD,1.3473
4/23/2017,AUD,1.3291
4/23/2017,EUR,0.9348
4/23/2017,GBP,0.7826
4/24/2017,USD,1
4/24/2017,CAD,1.3431
4/24/2017,AUD,1.321
4/24/2017,EUR,0.9218
4/24/2017,GBP,0.782
4/25/2017,USD,1
4/25/2017,CAD,1.358
4/25/2017,AUD,1.3272
4/25/2017,EUR,0.9182
4/25/2017,GBP,0.7798
4/26/2017,USD,1
4/26/2017,CAD,1.3579
4/26/2017,AUD,1.3365
4/26/2017,EUR,0.918
4/26/2017,GBP,0.7794
4/27/2017,USD,1
4/27/2017,CAD,1.3586
4/27/2017,AUD,1.3396
4/27/2017,EUR,0.919
4/27/2017,GBP,0.7758
4/28/2017,USD,1
4/28/2017,CAD,1.3645
4/28/2017,AUD,1.3384
4/28/2017,EUR,0.9149
4/28/2017,GBP,0.7729
4/29/2017,USD,1
4/29/2017,CAD,1.3645
4/29/2017,AUD,1.3384
4/29/2017,EUR,0.9149
4/29/2017,GBP,0.7729
4/30/2017,USD,1
4/30/2017,CAD,1.3645
4/30/2017,AUD,1.3384
4/30/2017,EUR,0.9149
4/30/2017,GBP,0.7729
05-01-17,USD,1
05-01-17,CAD,1.3645
05-01-17,AUD,1.3384
05-01-17,EUR,0.9149
05-01-17,GBP,0.7729
05-02-17,USD,1
05-02-17,CAD,1.3677
05-02-17,AUD,1.3301
05-02-17,EUR,0.9162
05-02-17,GBP,0.7743
05-03-17,USD,1
05-03-17,CAD,1.3728
05-03-17,AUD,1.3385
05-03-17,EUR,0.9158
05-03-17,GBP,0.7733
05-04-17,USD,1
05-04-17,CAD,1.3737
05-04-17,AUD,1.352
05-04-17,EUR,0.9152
05-04-17,GBP,0.7757
05-05-17,USD,1
05-05-17,CAD,1.3771
05-05-17,AUD,1.3532
05-05-17,EUR,0.9123
05-05-17,GBP,0.7728
05-06-17,USD,1
05-06-17,CAD,1.3771
05-06-17,AUD,1.3532
05-06-17,EUR,0.9123
05-06-17,GBP,0.7728
05-07-17,USD,1
05-07-17,CAD,1.3771
05-07-17,AUD,1.3532
05-07-17,EUR,0.9123
05-07-17,GBP,0.7728
05-08-17,USD,1
05-08-17,CAD,1.3701
05-08-17,AUD,1.3523
05-08-17,EUR,0.9142
05-08-17,GBP,0.7722
05-09-17,USD,1
05-09-17,CAD,1.3704
05-09-17,AUD,1.3601
05-09-17,EUR,0.9184
05-09-17,GBP,0.7742
05-10-17,USD,1
05-10-17,CAD,1.3697
05-10-17,AUD,1.3545
05-10-17,EUR,0.9189
05-10-17,GBP,0.7718
05-11-17,USD,1
05-11-17,CAD,1.3726
05-11-17,AUD,1.357
05-11-17,EUR,0.9208
05-11-17,GBP,0.7779
05-12-17,USD,1
05-12-17,CAD,1.3738
05-12-17,AUD,1.3545
05-12-17,EUR,0.9195
05-12-17,GBP,0.7777
5/13/2017,USD,1
5/13/2017,CAD,1.3738
5/13/2017,AUD,1.3545
5/13/2017,EUR,0.9195
5/13/2017,GBP,0.7777
5/14/2017,USD,1
5/14/2017,CAD,1.3738
5/14/2017,AUD,1.3545
5/14/2017,EUR,0.9195
5/14/2017,GBP,0.7777
5/15/2017,USD,1
5/15/2017,CAD,1.3608
5/15/2017,AUD,1.3435
5/15/2017,EUR,0.9114
5/15/2017,GBP,0.774
5/16/2017,USD,1
5/16/2017,CAD,1.3616
5/16/2017,AUD,1.3491
5/16/2017,EUR,0.9042
5/16/2017,GBP,0.7765
5/17/2017,USD,1
5/17/2017,CAD,1.3615
5/17/2017,AUD,1.3505
5/17/2017,EUR,0.8995
5/17/2017,GBP,0.7713
5/18/2017,USD,1
5/18/2017,CAD,1.3643
5/18/2017,AUD,1.344
5/18/2017,EUR,0.8986
5/18/2017,GBP,0.767
5/19/2017,USD,1
5/19/2017,CAD,1.3569
5/19/2017,AUD,1.3446
5/19/2017,EUR,0.8945
5/19/2017,GBP,0.7685
5/20/2017,USD,1
5/20/2017,CAD,1.3569
5/20/2017,AUD,1.3446
5/20/2017,EUR,0.8945
5/20/2017,GBP,0.7685
5/21/2017,USD,1
5/21/2017,CAD,1.3569
5/21/2017,AUD,1.3446
5/21/2017,EUR,0.8945
5/21/2017,GBP,0.7685
5/22/2017,USD,1
5/22/2017,CAD,1.3496
5/22/2017,AUD,1.3385
5/22/2017,EUR,0.8894
5/22/2017,GBP,0.7681
5/23/2017,USD,1
5/23/2017,CAD,1.3468
5/23/2017,AUD,1.3321
5/23/2017,EUR,0.8917
5/23/2017,GBP,0.771
5/24/2017,USD,1
5/24/2017,CAD,1.3499
5/24/2017,AUD,1.3374
5/24/2017,EUR,0.8934
5/24/2017,GBP,0.7714
5/25/2017,USD,1
5/25/2017,CAD,1.3432
5/25/2017,AUD,1.3396
5/25/2017,EUR,0.8917
5/25/2017,GBP,0.7716
5/26/2017,USD,1
5/26/2017,CAD,1.3466
5/26/2017,AUD,1.3432
5/26/2017,EUR,0.8932
5/26/2017,GBP,0.7788
5/27/2017,USD,1
5/27/2017,CAD,1.3466
5/27/2017,AUD,1.3432
5/27/2017,EUR,0.8932
5/27/2017,GBP,0.7788
5/28/2017,USD,1
5/28/2017,CAD,1.3466
5/28/2017,AUD,1.3432
5/28/2017,EUR,0.8932
5/28/2017,GBP,0.7788
5/29/2017,USD,1
5/29/2017,CAD,1.3455
5/29/2017,AUD,1.3447
5/29/2017,EUR,0.8938
5/29/2017,GBP,0.7785
5/30/2017,USD,1
5/30/2017,CAD,1.3468
5/30/2017,AUD,1.3418
5/30/2017,EUR,0.895
5/30/2017,GBP,0.7768
5/31/2017,USD,1
5/31/2017,CAD,1.3464
5/31/2017,AUD,1.3416
5/31/2017,EUR,0.8912
5/31/2017,GBP,0.7786
06-01-17,USD,1
06-01-17,CAD,1.3508
06-01-17,AUD,1.3532
06-01-17,EUR,0.8913
06-01-17,GBP,0.7775
06-02-17,USD,1
06-02-17,CAD,1.3523
06-02-17,AUD,1.3527
06-02-17,EUR,0.8915
06-02-17,GBP,0.778
06-03-17,USD,1
06-03-17,CAD,1.3523
06-03-17,AUD,1.3527
06-03-17,EUR,0.8915
06-03-17,GBP,0.778
06-04-17,USD,1
06-04-17,CAD,1.3523
06-04-17,AUD,1.3527
06-04-17,EUR,0.8915
06-04-17,GBP,0.778
06-05-17,USD,1
06-05-17,CAD,1.3489
06-05-17,AUD,1.337
06-05-17,EUR,0.889
06-05-17,GBP,0.7746
06-06-17,USD,1
06-06-17,CAD,1.3475
06-06-17,AUD,1.3359
06-06-17,EUR,0.8883
06-06-17,GBP,0.7748
06-07-17,USD,1
06-07-17,CAD,1.3448
06-07-17,AUD,1.3234
06-07-17,EUR,0.8915
06-07-17,GBP,0.7748
06-08-17,USD,1
06-08-17,CAD,1.3514
06-08-17,AUD,1.3264
06-08-17,EUR,0.8906
06-08-17,GBP,0.7726
06-09-17,USD,1
06-09-17,CAD,1.3509
06-09-17,AUD,1.3276
06-09-17,EUR,0.8948
06-09-17,GBP,0.7842
06-10-17,USD,1
06-10-17,CAD,1.3509
06-10-17,AUD,1.3276
06-10-17,EUR,0.8948
06-10-17,GBP,0.7842
06-11-17,USD,1
06-11-17,CAD,1.3509
06-11-17,AUD,1.3276
06-11-17,EUR,0.8948
06-11-17,GBP,0.7842
06-12-17,USD,1
06-12-17,CAD,1.3437
06-12-17,AUD,1.3256
06-12-17,EUR,0.8912
06-12-17,GBP,0.7891
6/13/2017,USD,1
6/13/2017,CAD,1.3276
6/13/2017,AUD,1.3266
6/13/2017,EUR,0.8915
6/13/2017,GBP,0.7852
6/14/2017,USD,1
6/14/2017,CAD,1.3207
6/14/2017,AUD,1.3191
6/14/2017,EUR,0.8926
6/14/2017,GBP,0.7851
6/15/2017,USD,1
6/15/2017,CAD,1.3278
6/15/2017,AUD,1.3185
6/15/2017,EUR,0.8956
6/15/2017,GBP,0.7849
6/16/2017,USD,1
6/16/2017,CAD,1.3223
6/16/2017,AUD,1.3149
6/16/2017,EUR,0.8955
6/16/2017,GBP,0.7831
6/17/2017,USD,1
6/17/2017,CAD,1.3223
6/17/2017,AUD,1.3149
6/17/2017,EUR,0.8955
6/17/2017,GBP,0.7831
6/18/2017,USD,1
6/18/2017,CAD,1.3223
6/18/2017,AUD,1.3149
